policy_id,client_id,market,product_type,channel,brand,advisor_id,inception_date,sum_assured,premium,status
POL-000590,CLI-005466,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-036,2024-12-21,30000,152.77,Active
POL-000591,CLI-005188,South Africa,Life,Bancassurance,Momentum,ADV-002,2022-03-24,100000,445.44,Lapsed
POL-000592,CLI-005849,Botswana,Life,Independent Broker,Momentum,ADV-159,2026-01-03,50000,243.02,Active
POL-000593,CLI-001555,South Africa,Investment,Tied Advisor,Momentum,ADV-105,2025-01-17,30000,117.76,Active
POL-000594,CLI-006347,South Africa,Life,Tied Advisor,Momentum,ADV-066,2021-07-10,15000,66.94,Active
POL-000595,CLI-002078,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-030,2024-04-17,30000,129.13,Active
POL-000596,CLI-005197,Lesotho,Funeral,Direct Digital,Metropolitan,ADV-077,2022-04-22,30000,161.22,Lapsed
POL-000597,CLI-003754,Botswana,Health,Bancassurance,Momentum,ADV-044,2022-03-25,50000,228.29,Active
POL-000598,CLI-005051,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-036,2024-12-29,30000,132.53,Active
POL-000599,CLI-004068,Botswana,Investment,Independent Broker,Momentum,ADV-154,2022-09-18,15000,73.81,Active
POL-000600,CLI-004163,Namibia,Life,Tied Advisor,Momentum,ADV-106,2024-04-23,50000,209.33,Active
POL-000601,CLI-003993,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-050,2022-11-21,15000,69.02,Active
POL-000602,CLI-005048,South Africa,Funeral,Independent Broker,Metropolitan,ADV-034,2023-01-23,100000,444.63,Active
POL-000603,CLI-004789,South Africa,Investment,Bancassurance,Momentum,ADV-124,2024-10-26,50000,239.38,Active
POL-000604,CLI-000872,Lesotho,Investment,Bancassurance,Momentum,ADV-098,2024-09-22,50000,213.57,Lapsed
POL-000605,CLI-005353,Botswana,Health,Tied Advisor,Momentum,ADV-137,2021-07-29,30000,159.36,Active
POL-000606,CLI-003474,South Africa,Funeral,Independent Broker,Metropolitan,ADV-122,2025-10-20,15000,68.03,Active
POL-000607,CLI-002094,South Africa,Health,Tied Advisor,Momentum,ADV-065,2024-05-26,50000,198.69,Lapsed
POL-000608,CLI-003332,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-105,2022-10-04,15000,75.45,Active
POL-000609,CLI-006266,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-061,2022-01-11,50000,200.42,Lapsed
POL-000610,CLI-005557,Botswana,Life,Tied Advisor,Momentum,ADV-015,2023-11-23,15000,59.81,Active
POL-000611,CLI-005402,South Africa,Investment,Tied Advisor,Momentum,ADV-006,2024-12-11,50000,251.97,Active
POL-000612,CLI-002999,Lesotho,Life,Tied Advisor,Momentum,ADV-013,2021-07-27,15000,80.45,Active
POL-000613,CLI-005081,Botswana,Life,Bancassurance,Momentum,ADV-148,2022-12-01,15000,62.2,Lapsed
POL-000614,CLI-002495,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-135,2026-03-13,30000,116.87,Active
POL-000615,CLI-004446,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-063,2021-12-20,50000,249.43,Active
POL-000616,CLI-004144,Namibia,Funeral,Direct Digital,Metropolitan,ADV-145,2025-06-22,15000,59.28,Active
POL-000617,CLI-001619,Lesotho,Health,Direct Digital,Momentum,ADV-118,2022-08-29,30000,152.55,Active
POL-000618,CLI-001727,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-022,2023-12-29,100000,479.05,Active
POL-000619,CLI-000397,South Africa,Life,Tied Advisor,Momentum,ADV-037,2025-04-13,30000,119.58,Active
POL-000620,CLI-000906,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-061,2026-06-05,50000,244.71,Active
POL-000621,CLI-002810,Lesotho,Life,Direct Digital,Momentum,ADV-129,2024-06-25,15000,62.38,Active
POL-000622,CLI-003097,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-105,2022-07-27,15000,78.22,Active
POL-000623,CLI-001070,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-063,2021-11-16,15000,71.33,Active
POL-000624,CLI-002702,Lesotho,Life,Bancassurance,Momentum,ADV-134,2025-03-09,500000,1958.79,Lapsed
POL-000625,CLI-003915,Lesotho,Life,Bancassurance,Momentum,ADV-053,2024-05-11,15000,75.72,Active
POL-000626,CLI-001507,South Africa,Investment,Tied Advisor,Momentum,ADV-146,2025-04-25,15000,63.52,Active
POL-000627,CLI-002192,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-116,2026-05-27,15000,59.16,Active
POL-000628,CLI-002382,South Africa,Life,Independent Broker,Momentum,ADV-112,2025-08-15,100000,411.87,Active
POL-000629,CLI-003273,Namibia,Investment,Tied Advisor,Momentum,ADV-015,2023-12-22,30000,117.26,Active
POL-000630,CLI-002374,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-024,2024-11-21,100000,391.39,Active
POL-000631,CLI-004775,South Africa,Health,Bancassurance,Momentum,ADV-158,2024-08-04,30000,158.65,Active
POL-000632,CLI-002122,South Africa,Investment,Bancassurance,Momentum,ADV-123,2022-06-03,100000,438.34,Active
POL-000633,CLI-002812,South Africa,Health,Bancassurance,Momentum,ADV-042,2023-01-05,250000,1167.4,Active
POL-000634,CLI-002459,South Africa,Life,Bancassurance,Momentum,ADV-138,2021-12-03,30000,127.87,Active
POL-000635,CLI-001186,Namibia,Health,Independent Broker,Momentum,ADV-050,2023-04-23,500000,2088.52,Active
POL-000636,CLI-004443,South Africa,Life,Tied Advisor,Momentum,ADV-057,2022-05-15,250000,1252.39,Active
POL-000637,CLI-001526,South Africa,Life,Bancassurance,Momentum,ADV-049,2025-12-13,15000,61.48,Active
POL-000638,CLI-001924,South Africa,Investment,Tied Advisor,Momentum,ADV-080,2025-10-04,50000,235.03,Active
POL-000639,CLI-005137,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-122,2025-02-07,50000,215.02,Lapsed
POL-000640,CLI-006148,Botswana,Health,Tied Advisor,Momentum,ADV-027,2023-06-24,100000,466.82,Active
POL-000641,CLI-004347,Lesotho,Life,Bancassurance,Momentum,ADV-155,2021-07-03,50000,240.74,Active
POL-000642,CLI-005938,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-049,2024-03-13,50000,212.3,Active
POL-000643,CLI-005535,South Africa,Life,Independent Broker,Momentum,ADV-155,2021-08-04,15000,67.16,Active
POL-000644,CLI-003116,Namibia,Health,Independent Broker,Momentum,ADV-140,2021-08-05,100000,402.85,Active
POL-000645,CLI-004991,South Africa,Life,Bancassurance,Momentum,ADV-088,2022-03-29,15000,61.76,Lapsed
POL-000646,CLI-002128,Botswana,Health,Tied Advisor,Momentum,ADV-015,2023-12-04,50000,200.43,Active
POL-000647,CLI-002984,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-092,2025-03-18,15000,62.17,Active
POL-000648,CLI-003470,South Africa,Investment,Bancassurance,Momentum,ADV-122,2023-07-07,100000,394.72,Active
POL-000649,CLI-006224,Namibia,Life,Independent Broker,Momentum,ADV-158,2025-05-05,100000,519.39,Lapsed
POL-000650,CLI-005498,South Africa,Health,Independent Broker,Momentum,ADV-016,2024-02-21,15000,64.87,Active
POL-000651,CLI-003170,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-120,2025-12-07,100000,535.93,Lapsed
POL-000652,CLI-004229,South Africa,Life,Direct Digital,Momentum,ADV-047,2023-05-06,100000,454.6,Active
POL-000653,CLI-001312,South Africa,Investment,Independent Broker,Momentum,ADV-120,2022-12-20,15000,60.26,Active
POL-000654,CLI-005212,South Africa,Funeral,Direct Digital,Metropolitan,ADV-094,2021-11-04,30000,126.03,Lapsed
POL-000655,CLI-003584,South Africa,Funeral,Bancassurance,Metropolitan,ADV-139,2022-07-24,15000,66.19,Active
POL-000656,CLI-003452,South Africa,Health,Direct Digital,Momentum,ADV-001,2021-09-08,15000,63.69,Active
POL-000657,CLI-004965,South Africa,Health,Tied Advisor,Momentum,ADV-081,2022-05-03,100000,515.83,Active
POL-000658,CLI-004101,Lesotho,Health,Independent Broker,Momentum,ADV-109,2026-03-20,15000,58.95,Active
POL-000659,CLI-000470,South Africa,Health,Tied Advisor,Momentum,ADV-061,2024-03-10,50000,253.81,Active
POL-000660,CLI-001867,South Africa,Investment,Tied Advisor,Momentum,ADV-051,2024-06-26,15000,77.58,Active
POL-000661,CLI-001145,Namibia,Life,Tied Advisor,Momentum,ADV-053,2023-05-23,15000,78.45,Active
POL-000662,CLI-004762,Namibia,Life,Tied Advisor,Momentum,ADV-120,2024-09-06,50000,196.16,Lapsed
POL-000663,CLI-000228,South Africa,Health,Independent Broker,Momentum,ADV-034,2024-04-11,30000,138.33,Active
POL-000664,CLI-001312,South Africa,Health,Independent Broker,Momentum,ADV-157,2026-01-16,100000,449.15,Active
POL-000665,CLI-003871,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-034,2025-06-11,15000,71.32,Active
POL-000666,CLI-004502,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-067,2024-03-21,50000,274.45,Active
POL-000667,CLI-003261,South Africa,Life,Tied Advisor,Momentum,ADV-159,2025-05-17,50000,269.78,Active
POL-000668,CLI-005577,Botswana,Health,Bancassurance,Momentum,ADV-005,2024-07-17,50000,275.85,Active
POL-000669,CLI-005954,South Africa,Life,Tied Advisor,Momentum,ADV-054,2026-06-10,50000,224.09,Active
POL-000670,CLI-000856,South Africa,Health,Bancassurance,Momentum,ADV-136,2024-01-31,15000,76.73,Lapsed
POL-000671,CLI-006172,Botswana,Health,Tied Advisor,Momentum,ADV-051,2025-09-21,100000,471.32,Active
POL-000672,CLI-003981,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-044,2022-05-07,50000,230.6,Active
POL-000673,CLI-004123,Botswana,Life,Bancassurance,Momentum,ADV-001,2022-04-23,100000,449.22,Active
POL-000674,CLI-000617,South Africa,Life,Independent Broker,Momentum,ADV-024,2023-01-09,15000,59.66,Lapsed
POL-000675,CLI-004030,South Africa,Funeral,Independent Broker,Metropolitan,ADV-032,2025-08-01,15000,81.76,Active
POL-000676,CLI-004702,South Africa,Life,Direct Digital,Momentum,ADV-141,2025-11-20,30000,136.65,Active
POL-000677,CLI-003763,South Africa,Life,Tied Advisor,Momentum,ADV-088,2023-06-22,30000,157.44,Active
POL-000678,CLI-000548,South Africa,Health,Tied Advisor,Momentum,ADV-038,2023-09-08,15000,59.03,Active
POL-000679,CLI-003390,South Africa,Life,Direct Digital,Momentum,ADV-130,2023-11-30,15000,59.2,Active
POL-000680,CLI-006064,South Africa,Funeral,Bancassurance,Metropolitan,ADV-097,2022-06-27,15000,78.45,Active
POL-000681,CLI-004688,Lesotho,Life,Independent Broker,Momentum,ADV-051,2024-02-25,15000,79.2,Active
POL-000682,CLI-000891,South Africa,Health,Tied Advisor,Momentum,ADV-041,2025-08-10,15000,79.45,Active
POL-000683,CLI-006220,South Africa,Life,Tied Advisor,Momentum,ADV-036,2025-03-22,100000,532.35,Lapsed
POL-000684,CLI-006213,Lesotho,Funeral,Direct Digital,Metropolitan,ADV-114,2021-11-26,250000,1297.71,Active
POL-000685,CLI-001098,South Africa,Investment,Bancassurance,Momentum,ADV-115,2023-03-27,30000,155.88,Active
POL-000686,CLI-005189,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-104,2024-08-30,15000,77.69,Active
POL-000687,CLI-002636,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-072,2024-06-07,30000,156.34,Active
POL-000688,CLI-003847,South Africa,Life,Bancassurance,Momentum,ADV-082,2024-12-19,100000,475.66,Lapsed
POL-000689,CLI-002885,Namibia,Health,Independent Broker,Momentum,ADV-144,2025-03-15,250000,1248.06,Lapsed
POL-000690,CLI-005071,Lesotho,Health,Direct Digital,Momentum,ADV-089,2022-12-26,15000,70.3,Active
POL-000691,CLI-006458,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-099,2023-10-25,15000,59.64,Active
POL-000692,CLI-005152,Botswana,Health,Tied Advisor,Momentum,ADV-037,2022-04-20,30000,144.12,Active
POL-000693,CLI-006035,South Africa,Health,Tied Advisor,Momentum,ADV-073,2025-01-19,30000,147.84,Active
POL-000694,CLI-006130,Lesotho,Health,Independent Broker,Momentum,ADV-004,2023-09-16,15000,59.25,Active
POL-000695,CLI-000584,Namibia,Investment,Tied Advisor,Momentum,ADV-074,2023-03-18,50000,243.04,Active
POL-000696,CLI-001642,Namibia,Health,Tied Advisor,Momentum,ADV-129,2025-03-29,15000,79.05,Active
POL-000697,CLI-004677,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-108,2026-02-26,15000,65.35,Active
POL-000698,CLI-003824,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-143,2025-11-25,50000,246.86,Active
POL-000699,CLI-000325,Botswana,Investment,Bancassurance,Momentum,ADV-055,2022-02-21,100000,451.27,Active
POL-000700,CLI-000616,South Africa,Life,Tied Advisor,Momentum,ADV-125,2025-07-17,15000,62.13,Active
POL-000701,CLI-003373,South Africa,Life,Independent Broker,Momentum,ADV-118,2024-04-20,100000,443.96,Active
POL-000702,CLI-003993,South Africa,Investment,Bancassurance,Momentum,ADV-114,2022-01-06,15000,61.3,Lapsed
POL-000703,CLI-001087,South Africa,Health,Tied Advisor,Momentum,ADV-128,2023-05-29,30000,144.53,Active
POL-000704,CLI-001110,South Africa,Health,Independent Broker,Momentum,ADV-076,2022-07-31,15000,77.52,Active
POL-000705,CLI-000838,South Africa,Health,Bancassurance,Momentum,ADV-055,2022-10-04,15000,70.9,Active
POL-000706,CLI-003661,South Africa,Funeral,Independent Broker,Metropolitan,ADV-094,2024-07-20,15000,70.44,Active
POL-000707,CLI-000051,South Africa,Health,Independent Broker,Momentum,ADV-062,2023-06-26,50000,210.72,Active
POL-000708,CLI-003709,Namibia,Investment,Bancassurance,Momentum,ADV-111,2025-01-06,100000,425.63,Active
POL-000709,CLI-003084,South Africa,Funeral,Direct Digital,Metropolitan,ADV-139,2025-07-01,15000,73.26,Active
POL-000710,CLI-003020,South Africa,Funeral,Bancassurance,Metropolitan,ADV-005,2021-07-05,15000,58.97,Active
POL-000711,CLI-004402,South Africa,Health,Independent Broker,Momentum,ADV-100,2025-08-03,30000,148.48,Active
POL-000712,CLI-003387,South Africa,Life,Independent Broker,Momentum,ADV-068,2022-03-07,30000,115.51,Active
POL-000713,CLI-004716,Namibia,Funeral,Independent Broker,Metropolitan,ADV-017,2021-06-30,100000,547.6,Active
POL-000714,CLI-004950,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-036,2021-12-08,15000,64.13,Active
POL-000715,CLI-005962,South Africa,Funeral,Independent Broker,Metropolitan,ADV-133,2021-09-20,50000,217.75,Active
POL-000716,CLI-005179,South Africa,Funeral,Bancassurance,Metropolitan,ADV-059,2023-03-04,30000,132.28,Active
POL-000717,CLI-003355,South Africa,Health,Tied Advisor,Momentum,ADV-014,2025-08-31,100000,412.66,Lapsed
POL-000718,CLI-003189,South Africa,Life,Direct Digital,Momentum,ADV-120,2024-11-14,30000,132.0,Active
POL-000719,CLI-001528,South Africa,Health,Direct Digital,Momentum,ADV-038,2023-09-05,15000,65.56,Active
POL-000720,CLI-003885,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-059,2026-03-08,15000,59.95,Active
POL-000721,CLI-000902,South Africa,Life,Tied Advisor,Momentum,ADV-032,2023-11-26,50000,256.49,Lapsed
POL-000722,CLI-006034,Lesotho,Funeral,Direct Digital,Metropolitan,ADV-119,2021-11-30,30000,134.84,Active
POL-000723,CLI-005476,South Africa,Health,Tied Advisor,Momentum,ADV-147,2021-07-26,50000,211.0,Active
POL-000724,CLI-000776,South Africa,Investment,Bancassurance,Momentum,ADV-156,2023-12-31,15000,73.3,Active
POL-000725,CLI-005093,South Africa,Life,Tied Advisor,Momentum,ADV-012,2022-08-04,15000,75.93,Active
POL-000726,CLI-000759,South Africa,Investment,Tied Advisor,Momentum,ADV-148,2023-05-01,50000,262.73,Lapsed
POL-000727,CLI-004673,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-102,2023-01-06,15000,74.62,Active
POL-000728,CLI-000569,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-133,2023-06-17,250000,1071.64,Active
POL-000729,CLI-003164,South Africa,Health,Direct Digital,Momentum,ADV-013,2026-04-12,100000,436.31,Active
POL-000730,CLI-004263,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-137,2021-10-22,15000,77.42,Lapsed
POL-000731,CLI-004722,Botswana,Investment,Tied Advisor,Momentum,ADV-053,2022-01-05,50000,228.01,Active
POL-000732,CLI-002713,Namibia,Funeral,Bancassurance,Metropolitan,ADV-064,2022-11-28,15000,76.1,Active
POL-000733,CLI-005972,South Africa,Health,Direct Digital,Momentum,ADV-144,2025-03-07,250000,980.86,Active
POL-000734,CLI-005017,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-118,2022-09-23,50000,210.15,Active
POL-000735,CLI-001350,Botswana,Funeral,Bancassurance,Metropolitan,ADV-082,2022-09-17,30000,154.75,Active
POL-000736,CLI-004349,Lesotho,Life,Tied Advisor,Momentum,ADV-107,2025-01-21,50000,246.09,Active
POL-000737,CLI-004734,South Africa,Investment,Bancassurance,Momentum,ADV-057,2024-06-22,15000,60.42,Lapsed
POL-000738,CLI-002162,South Africa,Life,Bancassurance,Momentum,ADV-158,2024-09-04,15000,66.79,Active
POL-000739,CLI-004784,South Africa,Life,Direct Digital,Momentum,ADV-012,2024-10-06,15000,71.95,Lapsed
POL-000740,CLI-005821,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-092,2024-08-24,30000,131.65,Active
POL-000741,CLI-005295,South Africa,Funeral,Direct Digital,Metropolitan,ADV-008,2024-03-30,15000,71.04,Lapsed
POL-000742,CLI-004941,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-069,2024-01-24,500000,1976.95,Lapsed
POL-000743,CLI-004111,South Africa,Health,Bancassurance,Momentum,ADV-082,2025-04-20,30000,120.06,Active
POL-000744,CLI-001753,South Africa,Funeral,Bancassurance,Metropolitan,ADV-134,2023-03-06,100000,518.59,Active
POL-000745,CLI-005153,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-151,2023-01-29,15000,64.05,Active
POL-000746,CLI-002360,Lesotho,Life,Direct Digital,Momentum,ADV-120,2022-09-08,100000,404.85,Active
POL-000747,CLI-003449,South Africa,Life,Bancassurance,Momentum,ADV-155,2025-08-14,50000,253.94,Active
POL-000748,CLI-002038,South Africa,Funeral,Direct Digital,Metropolitan,ADV-020,2021-07-10,50000,200.22,Active
POL-000749,CLI-002029,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-085,2022-07-07,100000,468.24,Active
POL-000750,CLI-001022,Botswana,Life,Bancassurance,Momentum,ADV-096,2022-03-17,30000,146.61,Active
POL-000751,CLI-006229,South Africa,Health,Tied Advisor,Momentum,ADV-013,2023-05-03,50000,193.26,Active
POL-000752,CLI-000958,South Africa,Funeral,Direct Digital,Metropolitan,ADV-095,2022-07-26,250000,1063.65,Active
POL-000753,CLI-000559,South Africa,Health,Tied Advisor,Momentum,ADV-007,2023-12-29,15000,73.8,Active
POL-000754,CLI-006066,Botswana,Funeral,Independent Broker,Metropolitan,ADV-102,2026-05-06,15000,67.45,Active
POL-000755,CLI-003596,Botswana,Investment,Tied Advisor,Momentum,ADV-036,2023-08-09,500000,2160.04,Active
POL-000756,CLI-002838,Namibia,Investment,Bancassurance,Momentum,ADV-151,2026-04-27,250000,1055.05,Active
POL-000757,CLI-004779,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-053,2023-01-05,30000,152.48,Active
POL-000758,CLI-002484,South Africa,Life,Direct Digital,Momentum,ADV-097,2025-04-21,100000,436.06,Active
POL-000759,CLI-000829,South Africa,Funeral,Direct Digital,Metropolitan,ADV-098,2022-02-27,250000,1008.96,Active
POL-000760,CLI-004728,South Africa,Health,Tied Advisor,Momentum,ADV-140,2024-07-08,30000,122.8,Lapsed
POL-000761,CLI-001141,Lesotho,Life,Bancassurance,Momentum,ADV-054,2025-03-23,15000,73.69,Active
POL-000762,CLI-003583,Lesotho,Life,Bancassurance,Momentum,ADV-058,2024-10-23,30000,116.45,Active
POL-000763,CLI-006149,South Africa,Funeral,Independent Broker,Metropolitan,ADV-110,2026-02-26,30000,165.74,Active
POL-000764,CLI-006066,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-010,2024-06-20,15000,61.9,Active
POL-000765,CLI-002338,South Africa,Life,Tied Advisor,Momentum,ADV-089,2024-05-25,250000,1217.32,Active
POL-000766,CLI-005056,South Africa,Life,Tied Advisor,Momentum,ADV-061,2024-09-13,50000,195.85,Active
POL-000767,CLI-003970,South Africa,Health,Independent Broker,Momentum,ADV-157,2023-03-27,100000,401.79,Active
POL-000768,CLI-003106,Namibia,Health,Independent Broker,Momentum,ADV-086,2022-07-25,50000,199.61,Active
POL-000769,CLI-000907,Namibia,Life,Independent Broker,Momentum,ADV-124,2025-12-29,15000,74.94,Active
POL-000770,CLI-002439,South Africa,Life,Direct Digital,Momentum,ADV-134,2026-05-08,50000,205.16,Active
POL-000771,CLI-004224,Namibia,Investment,Tied Advisor,Momentum,ADV-024,2026-02-14,50000,242.0,Active
POL-000772,CLI-006393,Namibia,Health,Direct Digital,Momentum,ADV-102,2025-04-01,50000,231.72,Active
POL-000773,CLI-000032,Botswana,Health,Bancassurance,Momentum,ADV-109,2022-08-02,15000,59.44,Active
POL-000774,CLI-004651,Namibia,Investment,Bancassurance,Momentum,ADV-071,2022-08-21,100000,420.81,Lapsed
POL-000775,CLI-005484,South Africa,Funeral,Independent Broker,Metropolitan,ADV-032,2023-01-06,15000,64.87,Active
POL-000776,CLI-006163,Botswana,Health,Tied Advisor,Momentum,ADV-074,2024-01-13,30000,157.63,Active
POL-000777,CLI-002746,Lesotho,Life,Direct Digital,Momentum,ADV-009,2022-08-24,50000,224.15,Active
POL-000778,CLI-000768,Botswana,Funeral,Bancassurance,Metropolitan,ADV-160,2025-05-31,500000,2633.23,Active
POL-000779,CLI-001756,South Africa,Life,Bancassurance,Momentum,ADV-015,2021-11-21,30000,161.29,Lapsed
POL-000780,CLI-005511,Botswana,Life,Tied Advisor,Momentum,ADV-023,2026-01-08,15000,58.66,Active
POL-000781,CLI-005689,Namibia,Life,Independent Broker,Momentum,ADV-022,2023-09-24,500000,2198.85,Active
POL-000782,CLI-004128,South Africa,Funeral,Independent Broker,Metropolitan,ADV-033,2023-05-21,250000,1385.11,Lapsed
POL-000783,CLI-000796,Namibia,Health,Independent Broker,Momentum,ADV-030,2023-09-20,15000,68.96,Active
POL-000784,CLI-000790,South Africa,Life,Bancassurance,Momentum,ADV-101,2023-11-20,100000,492.76,Active
POL-000785,CLI-003099,South Africa,Life,Tied Advisor,Momentum,ADV-018,2024-03-23,250000,1299.97,Active
POL-000786,CLI-003812,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-113,2023-01-06,15000,61.09,Active
POL-000787,CLI-000210,Botswana,Life,Tied Advisor,Momentum,ADV-066,2022-12-27,100000,520.05,Active
POL-000788,CLI-004446,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-064,2023-05-08,15000,77.6,Active
POL-000789,CLI-003528,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-082,2022-03-31,100000,503.5,Active
POL-000790,CLI-000080,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-006,2022-08-09,15000,63.29,Active
POL-000791,CLI-000620,South Africa,Health,Tied Advisor,Momentum,ADV-081,2023-07-24,50000,256.07,Active
POL-000792,CLI-002944,South Africa,Funeral,Bancassurance,Metropolitan,ADV-084,2021-08-13,100000,486.12,Active
POL-000793,CLI-004682,Namibia,Life,Bancassurance,Momentum,ADV-120,2023-07-26,15000,59.48,Active
POL-000794,CLI-005348,Lesotho,Health,Tied Advisor,Momentum,ADV-024,2023-07-20,100000,444.03,Active
POL-000795,CLI-002795,Botswana,Life,Tied Advisor,Momentum,ADV-009,2021-06-24,15000,77.38,Active
POL-000796,CLI-001914,Lesotho,Health,Bancassurance,Momentum,ADV-009,2023-10-27,15000,60.29,Active
POL-000797,CLI-006274,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-154,2024-10-10,250000,1131.36,Active
POL-000798,CLI-002971,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-056,2025-05-14,250000,1013.22,Active
POL-000799,CLI-002044,South Africa,Funeral,Independent Broker,Metropolitan,ADV-038,2023-05-28,50000,268.38,Active
POL-000800,CLI-002866,South Africa,Life,Direct Digital,Momentum,ADV-022,2024-01-30,250000,1295.7,Active
POL-000801,CLI-000079,Lesotho,Investment,Tied Advisor,Momentum,ADV-042,2021-11-10,15000,80.07,Active
POL-000802,CLI-001957,Lesotho,Life,Direct Digital,Momentum,ADV-071,2023-02-06,30000,137.3,Active
POL-000803,CLI-003341,Botswana,Life,Tied Advisor,Momentum,ADV-156,2024-10-13,100000,473.96,Active
POL-000804,CLI-005951,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-122,2023-10-13,250000,1172.16,Active
POL-000805,CLI-004783,South Africa,Investment,Tied Advisor,Momentum,ADV-137,2026-03-28,30000,143.32,Active
POL-000806,CLI-005063,Lesotho,Life,Bancassurance,Momentum,ADV-008,2025-06-12,30000,140.23,Active
POL-000807,CLI-003531,Namibia,Funeral,Independent Broker,Metropolitan,ADV-092,2026-01-01,50000,237.53,Active
POL-000808,CLI-000717,South Africa,Investment,Independent Broker,Momentum,ADV-080,2023-11-15,15000,77.81,Lapsed
POL-000809,CLI-002533,South Africa,Life,Direct Digital,Momentum,ADV-032,2021-11-06,100000,443.41,Active
POL-000810,CLI-006460,South Africa,Funeral,Independent Broker,Metropolitan,ADV-080,2024-03-29,15000,60.11,Lapsed
POL-000811,CLI-000287,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-094,2026-03-13,30000,115.6,Active
POL-000812,CLI-005697,South Africa,Funeral,Bancassurance,Metropolitan,ADV-001,2022-05-01,15000,79.2,Lapsed
POL-000813,CLI-004435,South Africa,Health,Tied Advisor,Momentum,ADV-157,2026-04-08,50000,234.85,Active
POL-000814,CLI-001840,Lesotho,Life,Independent Broker,Momentum,ADV-119,2021-07-03,250000,1254.47,Active
POL-000815,CLI-005041,South Africa,Investment,Direct Digital,Momentum,ADV-149,2024-07-15,30000,133.13,Lapsed
POL-000816,CLI-005423,South Africa,Funeral,Independent Broker,Metropolitan,ADV-015,2026-02-11,250000,1197.15,Active
POL-000817,CLI-000281,South Africa,Life,Tied Advisor,Momentum,ADV-010,2022-07-10,30000,119.89,Active
POL-000818,CLI-000690,Namibia,Health,Independent Broker,Momentum,ADV-150,2022-10-22,15000,58.87,Active
POL-000819,CLI-004314,South Africa,Life,Tied Advisor,Momentum,ADV-150,2025-07-03,100000,485.42,Active
POL-000820,CLI-006474,South Africa,Life,Tied Advisor,Momentum,ADV-103,2023-03-16,15000,71.94,Active
POL-000821,CLI-000156,South Africa,Life,Independent Broker,Momentum,ADV-033,2024-09-28,15000,67.33,Active
POL-000822,CLI-004313,Lesotho,Life,Tied Advisor,Momentum,ADV-047,2022-01-15,50000,216.6,Active
POL-000823,CLI-000885,Namibia,Health,Tied Advisor,Momentum,ADV-128,2024-10-29,15000,62.45,Active
POL-000824,CLI-004213,South Africa,Funeral,Independent Broker,Metropolitan,ADV-149,2024-01-12,250000,1329.75,Active
POL-000825,CLI-004039,South Africa,Life,Independent Broker,Momentum,ADV-108,2023-12-21,30000,162.97,Active
POL-000826,CLI-000586,South Africa,Life,Tied Advisor,Momentum,ADV-065,2025-02-24,15000,64.03,Active
